"Data Source","World Development Indicators",

"Last Updated Date","2025-01-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"El Salvador","SLV","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","3.73","6.79","13.34","","","","","16.95","8.63","","9.37","8.35","9.96","7.53","7.88","9.94","7.68","7.65","7.68","7.98","7.1","7.3","6.96","6.96","6.2","6.9","6.8","7.22","6.57","6.41","5.88","7.33","4.893","4.297","3.843","3.693","4.154","3.998","4.418","4.385","4.006","4.17","5.008","4.327","2.999","2.992",
"San Marino","SMR","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","4.8","5.8","","","","7.2","6.9","6.9","6.2","6","5.3","5.5","4.3","4.2","5.1","3.9","3.9","5.1","4.4","4.1","3","2.8","","","","","2.11","1.63","","","4.02","4.37","5.06","5.19","6.08","6.61","7.38","6.45","7.89","7.83","7.54","7.23","6.34","4.91","",
"Somalia","SOM","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.828","","","","",
"Serbia","SRB","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.4","13.2","13.8","13.7","13.7","12.6","12.8","13.8","15.2","18.5","20.85","20.85","18.06","13.67","16.116","19.204","22.959","24","22.154","19.223","17.66","15.257","13.477","12.733","10.395","9.011","9.843","8.439","8.268",
"Sub-Saharan Africa (excluding high income)","SSA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Sudan","SSD","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.298","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Small states","SST","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sao Tome and Principe","STP","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","0.61","0.57","0.7","0.56","0.48","0.34","","","","","","","","","","","","","","","","14.4","15.73","17.63","16.36","16.12","16.47","16.65","","","","","","13.59","","","","","8.808","","","","","","",
"Suriname","SUR","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","16.37","19.53","","15.51","15.65","","17.28","15.64","12.7","8.39","10.88","10.56","10.63","13.6","","","","","9.49","","","","","8.72","7.15","7.54","8.1","6.6","6.94","7.22","7.917","","","","","","","",
"Slovak Republic","SVK","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.2","13.654","13.109","11.341","11.894","12.421","16.099","18.546","19.149","18.541","17.55","18.206","16.276","13.395","11.16","9.514","12.023","14.387","13.634","13.966","14.227","11.537","11.492","9.679","8.142","6.544","5.761","6.719","6.894","6.143","5.843",
"Slovenia","SVN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.08","","8.51","8.24","7.15","6.886","6.658","7.4","7.33","6.92","5.682","5.922","6.479","6.012","6.506","5.95","4.818","4.371","5.858","7.236","8.166","8.841","10.103","9.668","8.962","8","6.565","5.108","4.446","4.971","4.744","4.011","3.652",
"Sweden","SWE","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","1.89","1.51","2.55","2.7","2.46","1.98","1.62","1.61","","","","","","3.14","3.48","3.07","2.83","2.23","2.15","","1.46","1.832","3.243","5.722","9.33","9.58","8.897","9.547","10.359","8.941","7.607","5.466","4.73","4.965","5.555","6.693","7.81","7.066","6.161","6.235","8.351","8.61","7.804","7.976","8.052","7.954","7.432","6.99","6.718","6.365","6.833","8.291","8.722","7.392","7.611",
"Eswatini","SWZ","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.65","","22.5","","","","","","","","","","28.24","","","","","","","","","22.718","","","","","34.153","","",
"Sint Maarten (Dutch part)","SXM","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.35","","","","","","","","9.81","","","5.5","","","","","","4.11","","","3.841","4.151","3.965","3.715","3.528","2.966","4.311","","","2.934",
"Syrian Arab Republic","SYR","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","4.3","6.4","7.5","4.7","4.5","5.1","4.81","6.2","5","4.5","3.8","","","","4.24","4.7","","","","","5.78","","6.75","","7.4","7.5","7.2","","","","7.6","","11.63","11.68","10.28","","","8.17","8.42","10.94","8.14","8.61","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.71","6.18","7.77","9.86","8.04","7.45","5.43","8.3","","","","","","","","","","","","","","","",
"Chad","TCD","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7","","","","","","","","","","","","","","","","","","","","","","","","","1.135","","","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.75762756237607","2.57240319357772","2.54760222267913","2.79371137250645","3.11860321825038","3.05536822733482","3.22735965043716","3.32189979028154","3.5518874856757","3.6088443895079","4.07905839374533","3.78916766484944","4.21179881333051","4.30930173503841","4.33716317984073","4.47588174303606","4.378078409723","4.2068039616887","4.38055445736549","4.2238939197273","3.93584621471532","3.87505367889353","3.80056209795271","3.74228218514453","3.75670456030285","","","3.52925413040549","4.29600317960241","4.33599180492268","4.82179514809106","4.54934786668444","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.46405383456478","6.971587442517","8.37538465147224","8.51022095755784","9.07933706536017","9.94930247085439","10.8319984296017","11.6347545481961","10.0530085916401","9.87774257632213","9.65943656528656","9.52578779361654","9.18644048159551","8.54746487752235","8.21101367072788","7.49686602033127","7.36595771105391","9.17871198734568","8.80494697788164","8.04935616762961","7.55427366007213","7.60819387491347","7.54358033342183","7.52687724856053","7.47170296401947","7.10393139168277","6.85793819402726","6.92380957371677","7.15055018919074","6.87292585973707","5.59650990495909","4.99278220101002",
"Togo","TGO","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.229","","","","","1.982","","","","2.204","","3.744","","2.036","","","1.965","",
"Thailand","THA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","0.19","0.51","0.43","0.47","0.45","0.6","0.9","0.75","0.92","0.93","1.26","2.66","2.9","2.9","4.93","3.5","5.77","3.04","1.39","2.21","2.63","1.35","1.49","1.347","1.1","1.071","0.873","3.404","2.968","2.389","2.6","","1.54","1.51","1.35","1.22","1.18","1.18","1.49","0.622","0.66","0.58","0.249","0.576","0.597","0.688","0.83","0.766","0.716","1.099","1.215","0.94","0.733",
"Tajikistan","TJK","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4","1.2","1.7","2","2.6","2.7","3.2","3","2.7","2.3","2.5","3.85","2","2","2.2","2.874","","11.5","","","","","","","","","","","","","","",
"Turkmenistan","TKM","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","","","","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.54137877122958","","6.64230884327579","6.48695625404916","","8.39879395348984","8.89037622753917","8.401987444455","9.02519342417217","9.81307147365767","","9.16631598361582","9.76436647681747","9.53968750363505","8.58634752035077","8.45116740188623","7.34684698415072","7.46128237539544","6.83996510560975","7.8695759153727","","6.61282660853099","6.4153846043869","6.19305294548328","6.0237831373758","6.56592700954803","7.67302984517825","8.03734284097347","8.059281520147","8.1183196455566","10.517733635543","9.27784930245111","6.95117682522603","6.15784507025215",
"Timor-Leste","TLS","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.235","","","","","","5.646","","","3.301","","","4.05","","3.678","4.657","","","","","2.344","1.537","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.4242361330501","","","","","","","","","","","13.604336364215","","11.8490616117967","12.285944857875","11.2017404240293","10.4642092470348","10.357352421902","10.4812239534201","11.0546097525285","11.6977122313663","11.8195665340288","11.5128563794615","11.5824983006025","11.8423544812659","11.8867405928922","","","","","10.2374878250118","","",
"Tonga","TON","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.16","","","1.3","","","","","","","","","","5.18","","","1.09","","","","","","","","","","1.054","","2.248","","","2.111","","",
"South Asia (IDA & IBRD)","TSA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.53972412080393","","","","","","3.24326045858272","","","","","4.19711755042533","","","","","2.91001537793317","","3.262205693009","","","","","","7.18099032571213","6.27922250640628","7.88188617523863","6.34555814345779","4.79261898520551","4.17128758281397",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Trinidad and Tobago","TTO","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","13.17","12.76","13.03","","15.4","15.24","14.99","","8.98","7.27","6.75","6.03","6.31","6.22","6.61","8.17","9.31","9.37","22.11","21.88","21.95","19.87","18.52","19.66","19.81","18.44","17.22","16.25","15.01","14.21","13.12","12.1","10.88","10.39","10.48","8.33","7.95","6.27","5.54","4.63","5.28","4.033","3.425","3.718","2.683","2.477","2.428","3.207","","","3.523","4.206","4.446","4.383","3.362",
"Tunisia","TUN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.13","","","","","","","","15.94","","15.21","14.94","14.4","14.55","14.51","14.23","12.872","12.51","12.365","12.444","13.291","13.049","18.334","17.63","15.934","14.259","15.159","15.557","15.33","15.459","17.153","","","15.301","15.106",
"Turkiye","TUR","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","10.93","12.06","11.92","11.21","","","8.04","8.26","8.015","8.21","8.509","8.962","8.577","7.644","6.629","6.841","6.888","7.687","6.495","8.381","10.358","10.542","10.838","10.636","10.227","10.285","10.965","14.026","11.879","9.789","9.21","9.713","9.901","10.304","10.899","10.919","10.956","13.73","13.148","11.969","10.465","9.388",
"Tuvalu","TUV","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.53","","","","","","","","","","","","","","8.489","26.553","","","","","7.318","",
"Tanzania","TZA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.6","","","","","","","","","","2.994","3.6","","","","3.299","","0.343","2.5","1.314","3.47","1.437","2.93","2.125","","","","","","2.781","","","",
"Uganda","UGA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.5","3.6","","1.9","","","","3.6","1.401","0.882","3.551","1.91","1.566","","","3.428","","2.563","","3.422","","",
"Ukraine","UKR","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.62","7.65","8.93","11.32","11.864","11.707","11.061","10.136","9.057","8.59","7.18","6.81","6.351","6.363","8.84","8.1","7.851","7.529","7.17","9.27","9.14","9.35","9.5","8.799","8.194","9.475","9.834","","",
"Upper middle income","UMC","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.15152507784285","3.08542994145127","3.28895935287213","3.51868049359649","3.70827404035407","4.31796874119154","4.41925275982479","4.56128295300206","5.04550322197465","5.35377285445975","5.48536832027319","5.66636911368615","6.22333020465711","6.09628785527047","5.99349963204623","5.96346841620977","5.65946387262295","5.65398551646049","5.59455564927074","5.92842899957279","5.38938094687549","5.38506024739432","5.31427098156618","5.17616677106333","5.22796063410269","","","5.62626136496431","6.16979028710178","6.29616793613572","7.01502342642054","6.65332384797172","","",
"Uruguay","URY","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","7.5","7.6","7.7","8.9","8.1","","","","","","7.3","6.6","11.7","","9.94","","10.7","9.1","","","8.53","8.95","8.96","8.35","9.04","10.02","11.93","11.44","9.362","10.466","12.627","15.052","16.648","16.661","12.98","12.009","10.844","9.403","8.026","7.74","7.158","6.307","6.451","6.444","6.547","7.488","7.841","7.89","8.336","8.836","10.413","9.328","7.877","8.355",
"United States","USA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","5.5","6.7","5.5","5.7","5.2","4.5","3.8","3.8","3.6","3.5","4.9","5.9","5.6","4.9","5.6","8.5","7.7","7.1","6.1","5.8","7.1","7.6","9.7","9.6","7.5","7.2","7","6.2","5.5","5.3","5.6","6.8","7.5","6.9","6.119","5.65","5.451","5","4.511","4.219","3.992","4.731","5.783","5.989","5.529","5.084","4.623","4.622","5.784","9.254","9.633","8.949","8.069","7.375","6.168","5.28","4.869","4.355","3.896","3.669","8.055","5.349","3.65","3.638",
"Uzbekistan","UZB","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.4","0.4","0.4","","","","","0.4","0.4","0.4","0.3","0.4","0.3","0.2","4.99","4.89","5.04","5.36","4.96","4.87","4.86","5.09","5.15","5.16","5.83","9.35","8.98","5.293","","","",
"St. Vincent and the Grenadines","VCT","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","23.5","","","","","","","","","","","19.77","","","","","","","","","","21.1","","","","","","","18.79","","","","","","","","","","","","","","","",
"Venezuela, RB","VEN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","7.01","6.34","5.11","4.98","5.81","5.89","7","8.05","11.49","12.86","13.16","10.93","9.1","7.28","9.74","13.96","","","","8.56","10.24","11.77","","","","","8.83","16.17","16.78","","10.663","8.606","7.279","6.245","6.097","7.112","6.902","6.601","","","","5.319","5.045","","","7.53","","","",
"British Virgin Islands","VGB","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Viet Nam","VNM","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.93","2.87","2.29","2.33","2.26","2.76","2.12","2.25","2.14","","","2.026","","1.737","1.114","0.999","1.027","1.316","1.256","1.849","1.848","1.874","1.161","1.681","2.103","2.385","1.523","1.645",
"Vanuatu","VUT","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.006","","","4.565","1.848","","","","","","","","","5.445","4.046","","","",
"World","WLD","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.92039089431245","","5.63967412253316","","","6.23329818560231","5.50519992614446","6.05166371995702","","6.45081926256222","","5.77448214763186","5.74951797506515","5.551746529154","","6.3445198551271","5.48821378614882","5.8940367235248","5.43910080383725","5.62509613330183","5.5943759530639","","","5.60249296333438","5.9784521398997","5.90642785648767","6.70947432921314","6.2082373429593","","",
"Samoa","WSM","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.1","","","","","","","","","","4.96","","","","","1.29","","","","","5.68","8.752","","8.72","","","9.4","","","","","5.048","",
"Kosovo","XKX","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.629","57","55","49.7","39.7","41.4","44.9","46.3","47.5","45.4","","","30.879","29.767","35.264","32.84","27.491","30.344","27.761","25.069","25.459","20.392","12.093","",
"Yemen, Rep.","YEM","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.34","","","","","11.46","","","","","16.23","16.05","15.7","15.33","14.97","14.63","17.82","","","","13.467","","","","","","","","","",
"South Africa","ZAF","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25","25.37","29.88","25.371","27.18","27.116","24.673","23.84","22.616","22.326","22.407","23.523","24.683","24.639","24.727","24.561","24.89","25.149","26.537","27.035","26.906","28.468","29.217","34.007","33.268","32.098",
"Zambia","ZMB","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","13","","","","15","18.9","","19.7","","","15.3","","12","","12.93","","","","","15.9","","","7.93","","13.19","","7.85","","","11.888","","4.529","5.032","5.538","6.032","5.197","5.993","5.861",
"Zimbabwe","ZWE","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","10.8","","","","","7.18","","","","","","","4.96","","","6.93","","6","","","","","4.39","","","","","","","5.368","","","4.774","","","","","7.373","","9.54","10.087","9.348",
